One night of winter, with howling winds blowing and heavy rain lashing the streets, he arrived cold and wet at the Club, went straight to the bar as usual, and was given his usual drink by the bar man, ‘ Johnny’.	One night of winter, with howling winds blowing and heavy rain lashing the streets, he arrived cold and wet at the Club, became a law-abiding person to the bar as usual, and was given his usual drink by the bar man, ‘ Johnny’.	0.0
Murder in the docks.	Murder under scrutiny.	0.42158299743495786
Murder in the docks.	Murder under close scrutiny.	0.42158299743495786
Nobody gets away with murder in this City.’	Nobody does bad things and not be punished in this City.’	0.0
Nicolaus speculates that this could give ecologists a method of controlling predation on eggs of rare birds.	Nicolaus speculates that this could give ecologists a method of controlling predation on eggs of unusual thing.	0.0
Vehicles for off- and on - road use feature in our special Country Car features.	Vehicles for intermittently - road use feature in our special Country Car features.	0.43011851184870686
Half a minute later, as he turned the corner into Oxford Street, he was blown off his feet by the explosion just yards from his cab.	Half a minute later, as he passed out of danger into Oxford Street, he was blown off his feet by the explosion just yards from his cab.	0.0
He turned the corner miserably, bumping into Elsie with their fish and chips.	He passed out of danger miserably, bumping into Elsie with their fish and chips.	0.26526855157820667
These less direct consequences of man's animality could, Malinowski argued, be understood in the light of their integrative contribution to man's social existence.	These less direct consequences of man's animality could, Malinowski argued, be understood in consideration of their integrative contribution to man's social existence.	0.48683919486839194
Switzerland is famous for six cheeses, four of which belong to the semi - hard family, although they are sometimes referred to as hard cheeses.	Switzerland is famous for six cheeses, four of which belong to the semi - hard family, although they are sometimes referred to as bad luck.	0.0
I go off and on it, but	I go intermittently it, but	0.2649164677804296
I expect, if there are some other blocks still in place, that you can see them from underneath, in the dock.’	I expect, if there are some other blocks still in place, that you can see them from underneath, under scrutiny	0.20898393710810087
I expect, if there are some other blocks still in place, that you can see them from underneath, in the dock.’	I expect, if there are some other blocks still in place, that you can see them from underneath, under close scrutiny	0.20898393710810087
After all, in the final analysis, I've choreographed this far - fetched fixation in the service of Anya's original curse.	After all, after considering all aspects, I've choreographed this far - fetched fixation in the service of Anya's original curse.	0.0
Then, by periodically removing the inverted bottles from their positions, she would shake them, then replace them in the holes.	Then, by periodically removing the inverted bottles from their positions, she would shake them, then replace them in debt.	0.24824262290828333
"We must know what we want, what kind of person we want to meet, and go straight for them . """	"We must know what we want, what kind of person we want to meet, and become a law-abiding person for them . """	0.3313461474955375
West Midlands police have formally cautioned a motorist for stopping his car in the fast lane of the M Six to change a tyre.	West Midlands police have formally cautioned a motorist for stopping his car with a rapid and exciting pace of the M Six to change a tyre.	0.2507436905814902
For semiconductor makers not already committed to building 16-megabit production lines, the case for going straight for the 64-megabit device looks increasingly attractive.	For semiconductor makers not already committed to building 16-megabit production lines, the case for becoming a law-abiding person for the 64-megabit device looks increasingly attractive.	0.24545454545454537
Just before he got a good grip he went, he got a grip and he was just about to squeeze this, I went I sort of went of tiptoes and I goes, I'll let it slide this time.	Just before he got a good grip he went, he was reasonable and he was just about to squeeze this, I went I sort of went of tiptoes and I goes, I'll let it slide this time.	0.25303443449723706
After recovery tip it all back in the hole and tread down your turf flap.	After recovery tip it all back in debt and tread down your turf flap.	0.0
Then hold the receiver in the hole to determine if your ferret is slightly to one side or the other.	Then hold the receiver in debt to determine if your ferret is slightly to one side or the other.	0.0
And when she jumped up again, the chair sort of stuck to the seat of those awful green breeches she wears and came up with her for a few seconds until the thick syrup slowly came unstuck.	And when she jumped up again, the chair sort of stuck to the seat of those awful green breeches she wears and came up with her for a few seconds until the thick syrup slowly got into trouble.	0.0
A blotch of green light registered the psychic throb of life deep in the interior of the hulk.	A blotch of permission registered the psychic throb of life deep in the interior of the hulk.	0.0
Area is not one of those things that you either have or you don't.	Area is not an unfortunate but unavoidable event that you either have or you don't.	0.23592493297587136
Like moss, they had no roots, but when their stems are carefully prepared and examined under the microscope, they are seen to contain structures that no moss possesses — long, thick - walled cells for conducting water up the stem.	Like moss, they had no roots, but when their stems are carefully prepared and examined under close scrutiny, they are seen to contain structures that no moss possesses — long, thick - walled cells for conducting water up the stem.	0.0
‘ Every time I sell one of those things I'm committing a crime against humanity,’ he had told him.	‘ Every time I sell an unfortunate but unavoidable event I'm committing a crime against humanity,’ he had told him.	0.0
Galena and chalcopyrite were observed under the microscope in the samples used for reflectance measurements in these areas.	Galena and chalcopyrite were observed under close scrutiny in the samples used for reflectance measurements in these areas.	0.0
It would be good to roll in hot water all over.	It would be good to roll in a difficult situation all over.	0.0
Others looted the communion plate from the church, mockingly dressing themselves in the despised Anglican vestments, before that building, too, caught fire, bringing the walls crashing to the ground.	Others looted the communion plate from the church, mockingly dressing themselves in the despised Anglican vestments, before that building, too, became engulfed in flames, bringing the walls crashing to the ground.	0.33981561218375206
The Body Shop went public in 1984 and the company's shares have consistently dazzled City analysts with their high performance.	The Body Shop was announced publicly in 1984 and the company's shares have consistently dazzled City analysts with their high performance.	0.475744680851064
August 28: Vickers Viscount of Bouraq Indonesia Airlines suffered engine trouble and caught fire on take - off from Banjarmasin Airport, Kalimantan Island.	August 28: Vickers Viscount of Bouraq Indonesia Airlines suffered engine trouble and became engulfed in flames on take - off from Banjarmasin Airport, Kalimantan Island.	0.0
Dead wood, brought down in the flood water and cast ashore perhaps two days ago.	personnel no longer contributing, brought down in the flood water and cast ashore perhaps two days ago.	0.2561247216035635
Ipswich's cereal import and exports continue to play a vital role in the dock's success.	Ipswich's cereal import and exports continue to play a vital role under scrutiny's success.	0.0
Ipswich's cereal import and exports continue to play a vital role in the dock's success.	Ipswich's cereal import and exports continue to play a vital role under close scrutiny's success.	0.0
On the opening page a woman lifts the lid of a soup tureen, releasing a cloud of steam in which unfurls all the ingredients in the soup.	On the opening page a woman lifts the lid of a soup tureen, releasing a cloud of steam in which unfurls all the ingredients in trouble.	0.0
This kick is useful because it allows you to move out of line before launching the kick.	This kick is useful because it allows you to move disproportionately before launching the kick.	0.0
Cookability comes clean	Cookability is completely honest	0.0
Cookability comes clean	Cookability admits the truth	0.0
It's got er, impact, it's, it appeared relatively small so you know, to erm it's a fact of life that small prints have a, a lot more to do to keep up with big ones, they have to more impact.	It's got er, impact, it's, it appeared relatively small so you know, to erm it's a fact of life that fine print have a, a lot more to do to keep up with big ones, they have to more impact.	0.4301189995114567
it doesn't fall off in the soup, it never falls off, it's only the ones you see on the advertisements that fall off.	it doesn't fall off in trouble, it never falls off, it's only the ones you see on the advertisements that fall off.	0.2857705124365272
So would you mind describing how you got it up there again cos I thought it was quite a good story.	So would you mind describing how you got an erection there again cos I thought it was quite a good story.	0.24945284993814823
He was smiling, if that could be called a smile that drew his long mouth out of line, plucking the left corner obliquely upwards.	He was smiling, if that could be called a smile that drew his long mouth disproportionately, plucking the left corner obliquely upwards.	0.4289105462565378
Put it in the soups too when you're not looking.’	Put it in trouble too when you're not looking.’	0.24824262290828333
Westmore James sat quietly in the dock during the summing up on the last but one day of his trial at Oxford Crown Court.	Westmore James sat quietly under scrutiny during the summing up on the last but one day of his trial at Oxford Crown Court.	0.2610435030541861
Westmore James sat quietly in the dock during the summing up on the last but one day of his trial at Oxford Crown Court.	Westmore James sat quietly under close scrutiny during the summing up on the last but one day of his trial at Oxford Crown Court.	0.2610435030541861
